iter	RMSE
469	1.086842855
470	1.086499194
471	1.08649436
472	1.086428402
473	1.086366172
474	1.086358421
475	1.086344259
476	1.086336606
477	1.086326895
478	1.086311594
479	1.086308648
480	1.086303723
481	1.086297871
482	1.086290816
483	1.086287081
484	1.085794307
485	1.085790653
486	1.085467086
487	1.085031288
488	1.084966086
489	1.084941964
490	1.084598283
491	1.084531521
492	1.084526763
493	1.084034582
494	1.083976812
495	1.08369449
496	1.083633629
497	1.083456597
498	1.083018063
499	1.082956784
500	1.082900849
501	1.082876591
502	1.082614421
503	1.082604607
504	1.081967072
505	1.081752597
506	1.08169264
507	1.081629459
508	1.081617643
509	1.08134644
510	1.081338173
511	1.081265306
512	1.080463356
513	1.080053299
514	1.07999505
515	1.079250347
516	1.078904004
517	1.07884677
518	1.078246507
519	1.078041558
520	1.077823507
521	1.077293715
522	1.077014211
523	1.076994963
524	1.076980399
525	1.076143864
526	1.076131267
527	1.076125774
528	1.075918476
529	1.075866659
530	1.07566569
531	1.075655332
532	1.075602597
533	1.074970526
534	1.074960267
535	1.074955148
536	1.074950363
537	1.07466735
538	1.074657825
539	1.074610985
540	1.074605902
541	1.074598133
542	1.074590369
543	1.074581797
544	1.074342534
545	1.074338276
546	1.07431689
547	1.073897005
548	1.073882723
549	1.073874345
550	1.073610243
551	1.073329654
552	1.073273324
553	1.073194345
554	1.07317084
555	1.07316595
556	1.073111809
557	1.073106968
558	1.073102353
559	1.072228403
560	1.072216377
561	1.072212144
562	1.072206242
563	1.071641077
564	1.071587989
565	1.071583378
566	1.071577864
567	1.07156801
568	1.071565114
569	1.071546789
570	1.071543652
571	1.071533738
572	1.071525843
573	1.071328446
574	1.071321479
575	1.071245388
576	1.071195925
577	1.071186564
578	1.071176837
579	1.070372231
580	1.070367271
581	1.070041198
582	1.070036601
583	1.069707363
584	1.06968747
585	1.069427036
586	1.069312978
587	1.069283617
588	1.0690354
589	1.069018373
590	1.069007712
591	1.069002684
592	1.06898735
593	1.068214781
594	1.067769467
595	1.067040723
596	1.066995157
597	1.066606024
598	1.066541423
599	1.066229799
600	1.066023129
601	1.065975381
602	1.065763669
603	1.065525673
604	1.065502028
605	1.064780019
606	1.064733416
607	1.064461223
608	1.063654097
609	1.063618787
610	1.06361456
611	1.063414428
612	1.062909317
613	1.062882857
614	1.062871344
615	1.062834503
616	1.062593579
617	1.062185091
618	1.06217413
619	1.062167309
620	1.06210059
621	1.062084951
622	1.062069696
623	1.06110836
624	1.060757161
625	1.06074918
626	1.060339584
627	1.060006069
628	1.059305906
629	1.059266224
630	1.058563932
631	1.058513752
632	1.058470097
633	1.058432711
634	1.058072041
635	1.058022287
636	1.058014895
637	1.057364775
638	1.057087806
639	1.056732935
640	1.056717222
641	1.056706601
642	1.056663017
643	1.056652996
644	1.05596867
645	1.055956655
646	1.055953421
647	1.055609532
648	1.055606368
649	1.055593871
650	1.055589404
651	1.055213035
652	1.05475314
653	1.054410524
654	1.054367628
655	1.053907517
656	1.053706917
657	1.053671632
658	1.053543588
659	1.053528134
660	1.053521711
661	1.053493455
662	1.05337375
663	1.053337291
664	1.053245587
665	1.053230332
666	1.05285271
667	1.052611593
668	1.052582845
669	1.052554536
670	1.052297203
671	1.051746894
672	1.051678738
673	1.051495733
674	1.051485849
675	1.051451716
676	1.051267121
677	1.051071397
678	1.051033101
679	1.051028516
680	1.051019344
681	1.050986387
682	1.050368197
683	1.050360819
684	1.050352728
685	1.050347231
686	1.050314778
687	1.050058956
688	1.049674615
689	1.049658216
690	1.0494762
691	1.049471805
692	1.049444364
693	1.04943939
694	1.049416512
695	1.049387013
696	1.049383994
697	1.049161933
698	1.049142185
699	1.049134446
700	1.049125568
701	1.048904716
702	1.048890101
703	1.04868908
704	1.047982385
705	1.047975145
706	1.047748599
707	1.047746014
708	1.047738598
709	1.047331056
710	1.047314917
711	1.047059162
712	1.047056226
713	1.047051307
714	1.046973372
715	1.046970365
716	1.046947676
717	1.046933265
718	1.04691866
719	1.046911241
720	1.046873219
721	1.046648145
722	1.04648162
723	1.04647222
724	1.046461534
725	1.04645238
726	1.046449143
727	1.046444996
728	1.046320003
729	1.04609694
730	1.046041613
731	1.046007322
732	1.045698307
733	1.045487329
734	1.045472585
735	1.045440211
736	1.045389218
737	1.045386362
738	1.045044148
739	1.045037546
740	1.045032932
741	1.045015727
742	1.044442997
743	1.044439156
744	1.044405407
745	1.044395
746	1.044388786
747	1.044385859
748	1.044227274
749	1.044219967
750	1.044213635
751	1.044185068
752	1.044139396
753	1.044128794
754	1.044122942
755	1.043716118
756	1.043685432
757	1.043250918
758	1.043103476
759	1.043098599
760	1.043088693
761	1.042712893
762	1.042710505
763	1.042683649
764	1.042678311
765	1.042661778
766	1.042645865
767	1.041997712
768	1.041956245
769	1.041878727
770	1.041398425
771	1.041367515
772	1.041357596
773	1.040730768
774	1.040370668
775	1.040360989
776	1.040355892
777	1.040351898
778	1.040347755
779	1.039950799
780	1.039566308
781	1.039246061
782	1.039225188
783	1.039015856
784	1.039011872
785	1.038237221
786	1.038016545
787	1.037987457
788	1.037973373
789	1.03792021
790	1.037585204
791	1.037578628
792	1.037293027
793	1.037286486
794	1.037276379
795	1.036981058
796	1.036973225
797	1.036967589
798	1.036600147
799	1.036236066
800	1.035684796
801	1.035679049
802	1.035077511
803	1.035070259
804	1.035064427
805	1.035058713
806	1.035042076
807	1.035008618
808	1.034729698
809	1.034710845
810	1.034702608
811	1.03469179
812	1.034523907
813	1.034511943
814	1.034118597
815	1.033717204
816	1.033490735
817	1.033484142
818	1.032820764
819	1.032529669
820	1.032146716
821	1.032114784
822	1.032081267
823	1.032053998
824	1.031815591
825	1.031809081
826	1.031787173
827	1.031390194
828	1.031384656
829	1.0313695
830	1.031362696
831	1.031120025
832	1.030853489
833	1.030824326
834	1.030770278
835	1.030614476
836	1.030252988
837	1.030237493
838	1.030197955
839	1.030189714
840	1.030164885
841	1.03015617
842	1.029757627
843	1.02968518
844	1.029170041
845	1.029156712
846	1.029149126
847	1.029137072
848	1.028670954
849	1.028514642
850	1.028512239
851	1.028504851
852	1.02849398
853	1.028260761
854	1.028207997
855	1.027960946
856	1.027763668
857	1.027543408
858	1.027534914
859	1.027251189
860	1.027239896
861	1.02694873
862	1.026943059
863	1.026692667
864	1.026683222
865	1.026658587
866	1.026653123
867	1.026627521
868	1.026613897
869	1.026366839
870	1.026360126
871	1.026149089
872	1.025967335
873	1.025761953
874	1.025531816
875	1.025521246
876	1.025510846
877	1.025504598
878	1.025218835
879	1.025213271
880	1.024892965
881	1.024876414
882	1.024812857
883	1.024804112
884	1.024642012
885	1.024472282
886	1.024467022
887	1.024009836
888	1.02370055
889	1.023671758
890	1.023669455
891	1.023661603
892	1.023656726
893	1.023436221
894	1.023429734
895	1.023293142
896	1.023191444
897	1.023097362
898	1.023073702
899	1.02296735
900	1.022693669
901	1.022396337
902	1.022383966
903	1.022374949
904	1.022362092
905	1.022095729
906	1.022091981
907	1.021908829
908	1.021899617
909	1.021485499
910	1.021002595
911	1.020598357
912	1.020329851
913	1.020112961
914	1.019936594
915	1.019734563
916	1.019454842
917	1.019400791
918	1.019170347
919	1.018956123
920	1.018707757
921	1.018434451
922	1.018239021
923	1.017801074
924	1.017604572
925	1.017574735
926	1.017552314
927	1.017494343
928	1.017445248
929	1.017439565
930	1.017230331
931	1.016849539
932	1.016820744
933	1.016812222
934	1.016781782
935	1.016756634
936	1.016327973
937	1.016320035
938	1.016195212
939	1.016190305
940	1.016055545
941	1.016050379
942	1.01595443
943	1.015529562
944	1.015390567
945	1.015269902
946	1.014729033
947	1.014723272
948	1.014441065
949	1.014436799
950	1.014427928
951	1.014419447
952	1.014384635
953	1.014231853
954	1.014056385
955	1.014040527
956	1.013724077
957	1.013591686
958	1.013138584
959	1.012914503
960	1.012441417
961	1.012058234
962	1.011854465
963	1.011409023
964	1.011006382
965	1.010998348
966	1.010983542
967	1.010823504
968	1.010708123
969	1.010554575
970	1.010255604
971	1.010185373
972	1.009940044
973	1.009443911
974	1.009440768
975	1.00898594
976	1.008731435
977	1.008722482
978	1.008560173
979	1.00840738
980	1.008403279
981	1.008177205
982	1.007978375
983	1.007967816
984	1.007960444
985	1.007954004
986	1.007808973
987	1.007804497
988	1.007632517
989	1.007626982
990	1.007623058
991	1.007618427
992	1.007441283
993	1.007092348
994	1.006698944
995	1.006695669
996	1.006534566
997	1.006529905
998	1.006373192
999	1.006366615
